kind,image,class,reason,confidence,best_iou,exported_image
FN,151.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.484291,0.0489,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/151__fn__spot__01.bmp
FN,151.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.307445,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/151__fn__spot__02.bmp
FP,151.bmp,chipping,定位偏差或重复预测,0.5479,0.7042,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/151__fp__chipping__01.bmp
FP,151.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4843,0.0489,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/151__fp__chipping__02.bmp
FP,151.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3846,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/151__fp__splash__03.bmp
FP,151.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3074,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/151__fp__splash__06.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__00.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__01.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__02.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__03.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__04.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__05.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__06.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__07.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__08.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__09.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__10.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__11.bmp
FN,155.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/155__fn__spot__12.bmp
FN,157.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.743096,0.2447,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/157__fn__spot__03.bmp
FN,157.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.614324,0.1456,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/157__fn__spot__06.bmp
FN,157.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.347225,0.0395,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/157__fn__spot__09.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.813,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__05.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.7439,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__06.bmp
FP,157.bmp,spot,定位偏差或重复预测,0.7431,0.2447,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__07.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.7123,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__08.bmp
FP,157.bmp,spot,定位偏差或重复预测,0.6143,0.1456,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__09.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5802,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__10.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5752,0.0599,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__11.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5646,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__12.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5514,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__13.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5438,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__14.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.533,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__15.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4777,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__17.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4548,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__18.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4308,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__19.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4293,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__20.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4221,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__21.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4057,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__22.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3741,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__23.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3723,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__24.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3687,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__25.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.363,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__26.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3508,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__27.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3472,0.0395,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__28.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3471,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__29.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3354,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__30.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3299,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__32.bmp
FP,157.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3276,0.0004,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/157__fp__splash__33.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.325,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__34.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3239,0.0623,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__35.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3066,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__36.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3047,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__37.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2874,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__38.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2793,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__39.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2724,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__40.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2591,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__41.bmp
FP,157.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2534,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/157__fp__spot__42.bmp
FN,158.bmp,splash,类别混淆（同位置预测成其他类别）,0.7416,0.9754,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/158__fn__splash__01.bmp
FN,158.bmp,splash,定位偏差或置信度不足（存在部分重叠预测）,0.639524,0.4227,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/158__fn__splash__05.bmp
FN,158.bmp,splash,定位偏差或置信度不足（存在部分重叠预测）,0.621277,0.424,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/158__fn__splash__06.bmp
FN,158.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.565325,0.2014,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__11.bmp
FN,158.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.432925,0.1872,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__12.bmp
FN,158.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.256872,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__13.bmp
FN,158.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.256872,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__14.bmp
FN,158.bmp,spot,类别混淆（同位置预测成其他类别）,0.349305,0.8295,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__15.bmp
FN,158.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.316554,0.3181,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__16.bmp
FN,158.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.256872,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__17.bmp
FN,158.bmp,spot,类别混淆（同位置预测成其他类别）,0.609591,0.5521,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__18.bmp
FN,158.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.256872,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/158__fn__spot__19.bmp
FP,158.bmp,spot,类别混淆（预测类别错误）,0.7416,0.9754,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/158__fp__spot__01.bmp
FP,158.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.6418,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/158__fp__spot__03.bmp
FP,158.bmp,splash,定位偏差或重复预测,0.6395,0.4227,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__04.bmp
FP,158.bmp,splash,定位偏差或重复预测,0.6213,0.424,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__05.bmp
FP,158.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.6212,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__06.bmp
FP,158.bmp,splash,类别混淆（预测类别错误）,0.6096,0.5521,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__07.bmp
FP,158.bmp,splash,定位偏差或重复预测,0.5653,0.2014,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__08.bmp
FP,158.bmp,splash,定位偏差或重复预测,0.4329,0.1872,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__10.bmp
FP,158.bmp,splash,类别混淆（预测类别错误）,0.3898,0.6032,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__14.bmp
FP,158.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3812,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/158__fp__spot__15.bmp
FP,158.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3684,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__17.bmp
FP,158.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3616,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__19.bmp
FP,158.bmp,splash,定位偏差或重复预测,0.3592,0.7353,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__20.bmp
FP,158.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3574,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__21.bmp
FP,158.bmp,splash,类别混淆（预测类别错误）,0.3493,0.8295,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__22.bmp
FP,158.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3431,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__23.bmp
FP,158.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3232,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__24.bmp
FP,158.bmp,splash,定位偏差或重复预测,0.3172,0.431,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__25.bmp
FP,158.bmp,splash,定位偏差或重复预测,0.3166,0.3181,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/158__fp__splash__26.bmp
FP,158.bmp,spot,类别混淆（预测类别错误）,0.3048,0.9129,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/158__fp__spot__27.bmp
FP,158.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2569,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/158__fp__spot__28.bmp
FN,161.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/161__fn__chipping__00.bmp
FN,174.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.259596,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/174__fn__spot__02.bmp
FN,174.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.259596,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/174__fn__spot__03.bmp
FN,174.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.259596,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/174__fn__spot__04.bmp
FN,174.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.259596,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/174__fn__spot__05.bmp
FN,174.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.259596,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/174__fn__spot__07.bmp
FP,174.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2596,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/174__fp__spot__03.bmp
FN,176.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.255917,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/176__fn__chipping__02.bmp
FN,176.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.364077,0.0019,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/176__fn__spot__04.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.774,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__00.bmp
FP,176.bmp,splash,类别混淆（预测类别错误）,0.735,0.7852,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/176__fp__splash__01.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.6682,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__03.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5981,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__06.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.5001,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__07.bmp
FP,176.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.447,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/176__fp__splash__08.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4088,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__09.bmp
FP,176.bmp,splash,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3853,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/splash/images/176__fp__splash__10.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3641,0.0019,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__12.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3479,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__13.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3336,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__14.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3316,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__15.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3177,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__16.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3115,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__17.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.3103,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__18.bmp
FP,176.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2559,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/176__fp__spot__20.bmp
FN,181.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.262534,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/181__fn__chipping__00.bmp
FN,181.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.262534,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/181__fn__spot__03.bmp
FN,181.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.543537,0.2439,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/181__fn__spot__05.bmp
FP,181.bmp,spot,定位偏差或重复预测,0.5435,0.2439,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/181__fp__spot__01.bmp
FP,181.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.303,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/181__fp__spot__03.bmp
FN,191.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.401294,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/191__fn__chipping__00.bmp
FP,191.bmp,chipping,背景误检、反光/边缘干扰，或真实缺陷漏标,0.4748,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/191__fp__chipping__00.bmp
FN,192.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.318551,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/192__fn__chipping__02.bmp
FP,192.bmp,chipping,定位偏差或重复预测,0.3235,0.6481,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/192__fp__chipping__02.bmp
FN,195.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.253719,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/195__fn__spot__03.bmp
FN,195.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.253719,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/195__fn__spot__04.bmp
FP,195.bmp,chipping,定位偏差或重复预测,0.4345,0.6299,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/195__fp__chipping__04.bmp
FP,195.bmp,chipping,定位偏差或重复预测,0.3041,0.71,runs_668_error_analysis/class_threshold_trial_01_errors/fp/chipping/images/195__fp__chipping__05.bmp
FP,195.bmp,spot,背景误检、反光/边缘干扰，或真实缺陷漏标,0.2537,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/195__fp__spot__06.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__02.bmp
FN,2.bmp,chipping,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/chipping/images/2__fn__chipping__04.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__05.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__06.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__07.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__08.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__09.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__10.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__11.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__12.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__13.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__14.bmp
FN,2.bmp,splash,未检测到（建议检查尺度、反光、对比度或漏标）,0.286331,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/splash/images/2__fn__splash__15.bmp
FP,2.bmp,spot,类别混淆（预测类别错误）,0.2863,0.8157,runs_668_error_analysis/class_threshold_trial_01_errors/fp/spot/images/2__fp__spot__03.bmp
FN,202.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.39401,0.0231,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__01.bmp
FN,202.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.321961,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__02.bmp
FN,202.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.321961,0.0,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__03.bmp
FN,202.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.39401,0.0175,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__04.bmp
FN,202.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.39401,0.0047,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__05.bmp
FN,202.bmp,spot,未检测到（建议检查尺度、反光、对比度或漏标）,0.39401,0.0061,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__06.bmp
FN,202.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.694213,0.2498,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__07.bmp
FN,202.bmp,spot,定位偏差或置信度不足（存在部分重叠预测）,0.580764,0.3959,runs_668_error_analysis/class_threshold_trial_01_errors/fn/spot/images/202__fn__spot__08.bmp
